report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed
37711,23-04-2024 03:00,04-20-2024 06:00,20-04-2024 23:21,Kolkata,186,ASSAULT,57,M,Firearm,Violent Crime,4,Yes,12-05-2024 03:00
37717,20-04-2024 23:00,04-20-2024 12:00,21-04-2024 10:18,Ludhiana,539,COUNTERFEITING,79,F,Other,Other Crime,2,Yes,14-06-2024 23:00
37718,21-04-2024 07:00,04-20-2024 13:00,21-04-2024 12:03,Nagpur,108,DOMESTIC VIOLENCE,23,F,Knife,Violent Crime,10,Yes,14-05-2024 07:00
37720,21-04-2024 19:00,04-20-2024 15:00,20-04-2024 15:40,Mumbai,375,PUBLIC INTOXICATION,47,M,Other,Other Crime,9,Yes,30-04-2024 19:00
37721,23-04-2024 01:00,04-20-2024 16:00,20-04-2024 21:31,Ghaziabad,337,VANDALISM,38,F,Firearm,Other Crime,2,Yes,31-05-2024 01:00
37722,22-04-2024 19:00,04-20-2024 17:00,20-04-2024 18:35,Kolkata,285,PUBLIC INTOXICATION,74,F,Explosives,Other Crime,11,Yes,20-05-2024 19:00
37724,21-04-2024 06:00,04-20-2024 19:00,21-04-2024 00:38,Jaipur,539,FIREARM OFFENSE,69,F,Knife,Fire Accident,12,Yes,30-06-2024 06:00
37725,21-04-2024 05:00,04-20-2024 20:00,21-04-2024 11:57,Hyderabad,169,BURGLARY,67,F,Knife,Other Crime,17,Yes,09-06-2024 05:00
37728,23-04-2024 13:00,04-20-2024 23:00,21-04-2024 20:29,Surat,377,IDENTITY THEFT,35,F,Firearm,Violent Crime,14,Yes,02-05-2024 13:00
37729,23-04-2024 21:00,04-21-2024 00:00,21-04-2024 08:49,Chennai,535,CYBERCRIME,34,F,Firearm,Other Crime,10,Yes,22-06-2024 21:00
37731,23-04-2024 21:00,04-21-2024 02:00,21-04-2024 15:50,Pune,528,COUNTERFEITING,12,F,Other,Other Crime,5,Yes,01-05-2024 21:00
37734,24-04-2024 02:00,04-21-2024 05:00,21-04-2024 22:48,Indore,220,ARSON,57,M,Knife,Fire Accident,3,Yes,03-07-2024 02:00
37737,21-04-2024 21:00,04-21-2024 08:00,22-04-2024 06:40,Bhopal,238,CYBERCRIME,65,F,Explosives,Other Crime,4,Yes,14-07-2024 21:00
37738,23-04-2024 02:00,04-21-2024 09:00,21-04-2024 11:29,Jaipur,443,IDENTITY THEFT,28,F,Blunt Object,Violent Crime,11,Yes,03-05-2024 02:00
37739,23-04-2024 18:00,04-21-2024 10:00,22-04-2024 05:21,Varanasi,371,SHOPLIFTING,45,M,Firearm,Other Crime,7,Yes,04-05-2024 18:00
37741,24-04-2024 05:00,04-21-2024 12:00,21-04-2024 12:41,Lucknow,547,CYBERCRIME,13,F,Knife,Other Crime,10,Yes,28-05-2024 05:00
37745,23-04-2024 05:00,04-21-2024 16:00,22-04-2024 00:57,Pune,518,VANDALISM,13,F,Other,Other Crime,16,Yes,06-05-2024 05:00
37746,24-04-2024 02:00,04-21-2024 17:00,22-04-2024 11:55,Delhi,115,COUNTERFEITING,60,F,Knife,Other Crime,1,Yes,30-05-2024 02:00
37748,23-04-2024 15:00,04-21-2024 19:00,22-04-2024 09:24,Indore,360,FIREARM OFFENSE,11,F,Poison,Fire Accident,2,Yes,21-06-2024 15:00
37750,22-04-2024 13:00,04-21-2024 21:00,22-04-2024 05:02,Lucknow,163,FIREARM OFFENSE,68,F,Explosives,Fire Accident,11,Yes,26-05-2024 13:00
37752,23-04-2024 20:00,04-21-2024 23:00,22-04-2024 01:35,Kolkata,464,VANDALISM,57,F,Firearm,Other Crime,2,Yes,27-06-2024 20:00
37754,24-04-2024 05:00,04-22-2024 01:00,22-04-2024 14:09,Mumbai,436,DOMESTIC VIOLENCE,22,M,Poison,Violent Crime,9,Yes,03-06-2024 05:00
37757,24-04-2024 06:00,04-22-2024 04:00,22-04-2024 10:02,Hyderabad,233,SEXUAL ASSAULT,51,M,Firearm,Violent Crime,17,Yes,19-02-2026 06:00
37758,22-04-2024 23:00,04-22-2024 05:00,22-04-2024 21:30,Bangalore,506,DRUG OFFENSE,42,M,Other,Other Crime,14,Yes,05-05-2024 23:00
37760,22-04-2024 16:00,04-22-2024 07:00,22-04-2024 14:47,Delhi,522,VEHICLE - STOLEN,46,F,Other,Violent Crime,3,Yes,14-07-2024 16:00
37761,22-04-2024 12:00,04-22-2024 08:00,22-04-2024 10:03,Hyderabad,433,CYBERCRIME,41,M,Other,Other Crime,19,Yes,14-07-2024 12:00
37762,25-04-2024 07:00,04-22-2024 09:00,23-04-2024 02:48,Visakhapatnam,391,PUBLIC INTOXICATION,10,F,Explosives,Other Crime,11,Yes,17-05-2024 07:00
37763,22-04-2024 15:00,04-22-2024 10:00,22-04-2024 13:21,Chennai,543,ARSON,26,F,Poison,Fire Accident,8,Yes,13-05-2024 15:00
37765,23-04-2024 22:00,04-22-2024 12:00,23-04-2024 07:19,Ludhiana,584,VANDALISM,29,F,Other,Other Crime,18,Yes,21-05-2024 22:00
37772,24-04-2024 12:00,04-22-2024 19:00,23-04-2024 18:43,Jaipur,198,PUBLIC INTOXICATION,47,F,Blunt Object,Other Crime,14,Yes,06-05-2024 12:00
37778,23-04-2024 10:00,04-23-2024 01:00,23-04-2024 06:50,Bangalore,161,ILLEGAL POSSESSION,44,F,Other,Other Crime,6,Yes,13-06-2024 10:00
37787,25-04-2024 11:00,04-23-2024 10:00,24-04-2024 09:53,Kolkata,153,ARSON,44,M,Other,Fire Accident,3,Yes,11-05-2024 11:00
37791,26-04-2024 02:00,04-23-2024 14:00,23-04-2024 23:45,Faridabad,552,CYBERCRIME,76,F,Explosives,Other Crime,17,Yes,11-07-2024 02:00
37794,25-04-2024 07:00,04-23-2024 17:00,24-04-2024 05:30,Lucknow,382,COUNTERFEITING,49,F,Other,Other Crime,18,Yes,22-07-2024 07:00
37801,24-04-2024 22:00,04-24-2024 00:00,24-04-2024 23:16,Mumbai,370,ILLEGAL POSSESSION,15,F,Blunt Object,Other Crime,19,Yes,02-05-2024 22:00
37804,26-04-2024 18:00,04-24-2024 03:00,24-04-2024 22:34,Vasai,433,ASSAULT,62,M,Firearm,Violent Crime,14,Yes,05-07-2024 18:00
37805,26-04-2024 13:00,04-24-2024 04:00,24-04-2024 10:48,Hyderabad,415,CYBERCRIME,25,F,Firearm,Other Crime,19,Yes,12-06-2024 13:00
37807,24-04-2024 14:00,04-24-2024 06:00,25-04-2024 04:19,Mumbai,371,HOMICIDE,23,F,Knife,Other Crime,3,Yes,23-11-2025 14:00
37810,26-04-2024 11:00,04-24-2024 09:00,24-04-2024 11:45,Visakhapatnam,315,ILLEGAL POSSESSION,20,M,Explosives,Other Crime,10,Yes,28-05-2024 11:00
37813,25-04-2024 20:00,04-24-2024 12:00,25-04-2024 11:27,Delhi,105,PUBLIC INTOXICATION,49,F,Knife,Other Crime,9,Yes,09-05-2024 20:00
37814,25-04-2024 22:00,04-24-2024 13:00,25-04-2024 10:59,Bhopal,278,TRAFFIC VIOLATION,71,M,Knife,Traffic Fatality,13,Yes,07-05-2024 22:00
37817,26-04-2024 04:00,04-24-2024 16:00,25-04-2024 02:09,Ludhiana,144,VEHICLE - STOLEN,71,F,Poison,Violent Crime,7,Yes,11-05-2024 04:00
37819,25-04-2024 17:00,04-24-2024 18:00,25-04-2024 10:22,Delhi,384,BURGLARY,31,M,Blunt Object,Other Crime,17,Yes,31-05-2024 17:00
37822,24-04-2024 23:00,04-24-2024 21:00,25-04-2024 05:18,Chennai,118,VEHICLE - STOLEN,61,F,Other,Violent Crime,9,Yes,08-05-2024 23:00
37823,26-04-2024 19:00,04-24-2024 22:00,25-04-2024 13:43,Jaipur,171,TRAFFIC VIOLATION,51,F,Explosives,Traffic Fatality,4,Yes,29-04-2024 19:00
37824,26-04-2024 16:00,04-24-2024 23:00,25-04-2024 20:56,Chennai,361,BURGLARY,58,F,Explosives,Other Crime,5,Yes,02-08-2024 16:00
37825,26-04-2024 01:00,04-25-2024 00:00,25-04-2024 12:38,Mumbai,443,PUBLIC INTOXICATION,77,F,Knife,Other Crime,8,Yes,28-04-2024 01:00
37826,26-04-2024 13:00,04-25-2024 01:00,25-04-2024 09:32,Kolkata,196,TRAFFIC VIOLATION,38,F,Blunt Object,Traffic Fatality,5,Yes,13-05-2024 13:00
37830,26-04-2024 04:00,04-25-2024 05:00,25-04-2024 11:40,Kolkata,479,COUNTERFEITING,18,M,Knife,Other Crime,18,Yes,14-07-2024 04:00
37832,26-04-2024 13:00,04-25-2024 07:00,26-04-2024 01:31,Bhopal,432,DRUG OFFENSE,58,F,Explosives,Other Crime,10,Yes,20-07-2024 13:00
37837,27-04-2024 19:00,04-25-2024 12:00,25-04-2024 13:41,Hyderabad,117,ARSON,14,F,Explosives,Fire Accident,1,Yes,14-06-2024 19:00
37839,28-04-2024 03:00,04-25-2024 14:00,26-04-2024 08:51,Meerut,495,DRUG OFFENSE,40,M,Poison,Other Crime,12,Yes,15-05-2024 03:00
37841,26-04-2024 23:00,04-25-2024 16:00,26-04-2024 04:12,Chennai,300,HOMICIDE,13,F,Explosives,Other Crime,6,Yes,02-03-2026 23:00
37842,27-04-2024 12:00,04-25-2024 17:00,25-04-2024 22:37,Pune,179,BURGLARY,17,M,Knife,Other Crime,12,Yes,23-09-2024 12:00
37843,26-04-2024 13:00,04-25-2024 18:00,26-04-2024 07:13,Ahmedabad,369,ARSON,41,M,Other,Fire Accident,12,Yes,04-07-2024 13:00
37844,26-04-2024 21:00,04-25-2024 19:00,26-04-2024 06:41,Nashik,199,EXTORTION,39,M,Knife,Other Crime,14,Yes,20-06-2024 21:00
37845,26-04-2024 17:00,04-25-2024 20:00,26-04-2024 05:01,Ahmedabad,550,BURGLARY,57,F,Knife,Other Crime,15,Yes,08-06-2024 17:00
37848,26-04-2024 19:00,04-25-2024 23:00,26-04-2024 06:18,Delhi,176,DOMESTIC VIOLENCE,42,M,Poison,Violent Crime,4,Yes,30-05-2024 19:00
37850,28-04-2024 13:00,04-26-2024 01:00,26-04-2024 15:32,Mumbai,506,HOMICIDE,26,M,Other,Other Crime,19,Yes,13-04-2025 13:00
37854,27-04-2024 00:00,04-26-2024 05:00,26-04-2024 13:51,Chennai,114,VEHICLE - STOLEN,52,F,Blunt Object,Violent Crime,13,Yes,23-05-2024 00:00
37855,27-04-2024 09:00,04-26-2024 06:00,27-04-2024 05:18,Hyderabad,445,EXTORTION,38,M,Other,Other Crime,9,Yes,24-07-2024 09:00
37858,27-04-2024 06:00,04-26-2024 09:00,26-04-2024 10:55,Delhi,335,ASSAULT,58,F,Other,Violent Crime,18,Yes,06-07-2024 06:00
37860,27-04-2024 00:00,04-26-2024 11:00,27-04-2024 05:48,Chennai,355,ILLEGAL POSSESSION,77,M,Blunt Object,Other Crime,16,Yes,24-07-2024 00:00
37866,29-04-2024 08:00,04-26-2024 17:00,27-04-2024 13:48,Hyderabad,567,VANDALISM,10,F,Poison,Other Crime,11,Yes,13-06-2024 08:00
37867,28-04-2024 04:00,04-26-2024 18:00,27-04-2024 16:38,Kanpur,583,FRAUD,72,F,Firearm,Other Crime,11,Yes,24-07-2024 04:00
37868,29-04-2024 15:00,04-26-2024 19:00,26-04-2024 21:10,Kanpur,355,KIDNAPPING,17,M,Knife,Other Crime,18,Yes,08-06-2024 15:00
37870,27-04-2024 01:00,04-26-2024 21:00,27-04-2024 18:00,Chennai,410,SEXUAL ASSAULT,62,F,Other,Violent Crime,16,Yes,15-06-2025 01:00
37871,29-04-2024 03:00,04-26-2024 22:00,27-04-2024 01:23,Delhi,271,ILLEGAL POSSESSION,39,F,Firearm,Other Crime,14,Yes,10-07-2024 03:00
37873,29-04-2024 00:00,04-27-2024 00:00,27-04-2024 17:55,Delhi,482,BURGLARY,53,M,Firearm,Other Crime,12,Yes,21-07-2024 00:00
37877,29-04-2024 12:00,04-27-2024 04:00,27-04-2024 18:44,Hyderabad,188,FIREARM OFFENSE,26,F,Firearm,Fire Accident,17,Yes,28-05-2024 12:00
37882,29-04-2024 17:00,04-27-2024 09:00,27-04-2024 21:55,Thane,337,SHOPLIFTING,51,F,Poison,Other Crime,7,Yes,10-06-2024 17:00
37883,28-04-2024 13:00,04-27-2024 10:00,28-04-2024 03:45,Ahmedabad,406,FIREARM OFFENSE,23,F,Blunt Object,Fire Accident,10,Yes,23-05-2024 13:00
37885,28-04-2024 09:00,04-27-2024 12:00,27-04-2024 12:06,Chennai,483,HOMICIDE,57,F,Blunt Object,Other Crime,2,Yes,23-04-2026 09:00
37892,28-04-2024 09:00,04-27-2024 19:00,28-04-2024 11:00,Hyderabad,293,DRUG OFFENSE,29,M,Other,Other Crime,3,Yes,13-05-2024 09:00
37897,30-04-2024 14:00,04-28-2024 00:00,28-04-2024 19:35,Kanpur,100,CYBERCRIME,47,F,Other,Other Crime,8,Yes,15-05-2024 14:00
37900,29-04-2024 21:00,04-28-2024 03:00,28-04-2024 08:52,Kolkata,586,ILLEGAL POSSESSION,75,F,Knife,Other Crime,6,Yes,12-06-2024 21:00
37903,01-05-2024 04:00,04-28-2024 06:00,28-04-2024 14:58,Hyderabad,345,FRAUD,62,M,Firearm,Other Crime,9,Yes,28-05-2024 04:00
37905,30-04-2024 00:00,04-28-2024 08:00,28-04-2024 10:34,Ludhiana,511,DOMESTIC VIOLENCE,35,F,Other,Violent Crime,17,Yes,10-07-2024 00:00
37906,28-04-2024 15:00,04-28-2024 09:00,28-04-2024 22:12,Patna,297,FIREARM OFFENSE,78,M,Firearm,Fire Accident,19,Yes,07-05-2024 15:00
37907,29-04-2024 06:00,04-28-2024 10:00,28-04-2024 17:53,Jaipur,539,FIREARM OFFENSE,25,F,Firearm,Fire Accident,7,Yes,07-05-2024 06:00
37908,30-04-2024 16:00,04-28-2024 11:00,28-04-2024 13:19,Agra,518,COUNTERFEITING,48,F,Blunt Object,Other Crime,8,Yes,28-07-2024 16:00
37910,30-04-2024 00:00,04-28-2024 13:00,28-04-2024 13:50,Ghaziabad,348,IDENTITY THEFT,22,F,Knife,Violent Crime,14,Yes,17-05-2024 00:00
37911,29-04-2024 23:00,04-28-2024 14:00,28-04-2024 19:42,Delhi,267,HOMICIDE,79,F,Firearm,Other Crime,3,Yes,26-01-2026 23:00
37912,30-04-2024 22:00,04-28-2024 15:00,29-04-2024 02:27,Ahmedabad,255,BURGLARY,41,F,Explosives,Other Crime,16,Yes,29-09-2024 22:00
37913,30-04-2024 10:00,04-28-2024 16:00,29-04-2024 09:50,Kolkata,353,ASSAULT,42,F,Firearm,Violent Crime,5,Yes,14-07-2024 10:00
37914,28-04-2024 22:00,04-28-2024 17:00,29-04-2024 07:29,Ahmedabad,246,ARSON,15,F,Firearm,Fire Accident,13,Yes,13-06-2024 22:00
37915,30-04-2024 23:00,04-28-2024 18:00,29-04-2024 07:49,Bangalore,521,EXTORTION,52,F,Other,Other Crime,15,Yes,17-07-2024 23:00
37917,30-04-2024 15:00,04-28-2024 20:00,29-04-2024 07:47,Kolkata,178,HOMICIDE,60,F,Knife,Other Crime,15,Yes,23-04-2026 15:00
37921,30-04-2024 21:00,04-29-2024 00:00,29-04-2024 02:08,Ahmedabad,320,BURGLARY,37,F,Poison,Other Crime,1,Yes,14-06-2024 21:00
37927,30-04-2024 06:00,04-29-2024 06:00,29-04-2024 09:58,Bangalore,281,ROBBERY,28,F,Explosives,Violent Crime,19,Yes,08-09-2024 06:00
37932,01-05-2024 13:00,04-29-2024 11:00,29-04-2024 22:55,Faridabad,497,ILLEGAL POSSESSION,67,F,Knife,Other Crime,16,Yes,09-06-2024 13:00
37935,01-05-2024 23:00,04-29-2024 14:00,30-04-2024 10:21,Bangalore,256,EXTORTION,34,F,Other,Other Crime,4,Yes,04-06-2024 23:00
37936,30-04-2024 13:00,04-29-2024 15:00,30-04-2024 02:04,Hyderabad,487,ASSAULT,27,F,Firearm,Violent Crime,14,Yes,18-06-2024 13:00
37937,01-05-2024 08:00,04-29-2024 16:00,30-04-2024 11:43,Mumbai,136,EXTORTION,13,F,Other,Other Crime,12,Yes,20-07-2024 08:00
37938,01-05-2024 02:00,04-29-2024 17:00,30-04-2024 04:46,Lucknow,583,PUBLIC INTOXICATION,13,F,Explosives,Other Crime,9,Yes,14-05-2024 02:00
37939,30-04-2024 10:00,04-29-2024 18:00,30-04-2024 02:42,Patna,477,BURGLARY,45,F,Poison,Other Crime,5,Yes,28-07-2024 10:00
37942,02-05-2024 20:00,04-29-2024 21:00,30-04-2024 08:03,Agra,188,KIDNAPPING,69,M,Knife,Other Crime,2,Yes,08-06-2024 20:00
37945,30-04-2024 14:00,04-30-2024 00:00,30-04-2024 03:19,Delhi,419,VEHICLE - STOLEN,18,F,Explosives,Violent Crime,11,Yes,22-06-2024 14:00
37950,01-05-2024 13:00,04-30-2024 05:00,01-05-2024 04:24,Kolkata,555,IDENTITY THEFT,21,F,Knife,Violent Crime,3,Yes,01-07-2024 13:00
37951,02-05-2024 15:00,04-30-2024 06:00,01-05-2024 05:15,Hyderabad,523,ILLEGAL POSSESSION,14,F,Blunt Object,Other Crime,15,Yes,14-07-2024 15:00
37954,02-05-2024 08:00,04-30-2024 09:00,30-04-2024 20:01,Bangalore,297,DRUG OFFENSE,10,F,Blunt Object,Other Crime,11,Yes,01-06-2024 08:00
37956,30-04-2024 17:00,04-30-2024 11:00,01-05-2024 05:57,Pune,472,VANDALISM,27,F,Poison,Other Crime,7,Yes,23-05-2024 17:00
37960,02-05-2024 00:00,04-30-2024 15:00,30-04-2024 20:36,Pune,418,DOMESTIC VIOLENCE,29,F,Explosives,Violent Crime,6,Yes,01-06-2024 00:00
37961,01-05-2024 14:00,04-30-2024 16:00,30-04-2024 16:49,Bangalore,195,PUBLIC INTOXICATION,66,M,Other,Other Crime,3,Yes,25-05-2024 14:00
37963,03-05-2024 01:00,04-30-2024 18:00,30-04-2024 18:21,Hyderabad,518,ILLEGAL POSSESSION,16,F,Firearm,Other Crime,18,Yes,13-06-2024 01:00
37965,03-05-2024 01:00,04-30-2024 20:00,01-05-2024 11:40,Bangalore,593,ROBBERY,58,M,Poison,Violent Crime,6,Yes,25-09-2024 01:00
37969,01-05-2024 01:00,05-01-2024 00:00,01-05-2024 18:05,Chennai,193,DRUG OFFENSE,62,M,Blunt Object,Other Crime,12,Yes,20-07-2024 01:00
37970,02-05-2024 14:00,05-01-2024 01:00,01-05-2024 11:07,Delhi,316,DRUG OFFENSE,23,F,Firearm,Other Crime,5,Yes,26-05-2024 14:00
37974,03-05-2024 21:00,05-01-2024 05:00,01-05-2024 13:51,Ghaziabad,568,ILLEGAL POSSESSION,39,F,Other,Other Crime,1,Yes,19-05-2024 21:00
37977,03-05-2024 21:00,05-01-2024 08:00,02-05-2024 07:13,Pune,258,PUBLIC INTOXICATION,74,M,Explosives,Other Crime,15,Yes,31-05-2024 21:00
37979,03-05-2024 01:00,05-01-2024 10:00,02-05-2024 04:57,Jaipur,137,PUBLIC INTOXICATION,13,M,Knife,Other Crime,9,Yes,08-05-2024 01:00
37981,03-05-2024 10:00,05-01-2024 12:00,01-05-2024 17:58,Pune,440,DOMESTIC VIOLENCE,12,F,Other,Violent Crime,10,Yes,06-07-2024 10:00
37982,03-05-2024 15:00,05-01-2024 13:00,01-05-2024 22:44,Delhi,348,KIDNAPPING,78,F,Knife,Other Crime,10,Yes,09-07-2024 15:00
37983,03-05-2024 18:00,05-01-2024 14:00,02-05-2024 05:07,Kanpur,198,FRAUD,30,F,Explosives,Other Crime,3,Yes,27-06-2024 18:00
37985,03-05-2024 11:00,05-01-2024 16:00,01-05-2024 18:21,Lucknow,458,ILLEGAL POSSESSION,46,F,Knife,Other Crime,14,Yes,22-05-2024 11:00
37986,04-05-2024 05:00,05-01-2024 17:00,01-05-2024 18:44,Ahmedabad,458,COUNTERFEITING,60,F,Blunt Object,Other Crime,6,Yes,17-06-2024 05:00
37989,04-05-2024 18:00,05-01-2024 20:00,02-05-2024 00:10,Ahmedabad,264,TRAFFIC VIOLATION,20,F,Other,Traffic Fatality,14,Yes,24-05-2024 18:00
37992,02-05-2024 16:00,05-01-2024 23:00,02-05-2024 00:29,Mumbai,137,DRUG OFFENSE,66,M,Firearm,Other Crime,15,Yes,28-05-2024 16:00
37994,03-05-2024 00:00,05-02-2024 01:00,02-05-2024 09:14,Delhi,219,HOMICIDE,41,F,Knife,Other Crime,10,Yes,23-02-2025 00:00
37998,02-05-2024 18:00,05-02-2024 05:00,02-05-2024 13:44,Patna,453,IDENTITY THEFT,33,F,Blunt Object,Violent Crime,4,Yes,23-06-2024 18:00
38001,04-05-2024 14:00,05-02-2024 08:00,03-05-2024 07:08,Indore,500,KIDNAPPING,68,M,Poison,Other Crime,2,Yes,28-07-2024 14:00
38002,02-05-2024 21:00,05-02-2024 09:00,02-05-2024 09:02,Kanpur,455,ASSAULT,26,F,Other,Violent Crime,10,Yes,03-06-2024 21:00
38005,05-05-2024 00:00,05-02-2024 12:00,02-05-2024 16:34,Delhi,145,FRAUD,29,F,Explosives,Other Crime,1,Yes,21-06-2024 00:00
38012,03-05-2024 22:00,05-02-2024 19:00,03-05-2024 14:34,Hyderabad,247,SEXUAL ASSAULT,59,F,Firearm,Violent Crime,12,Yes,11-04-2026 22:00
38013,05-05-2024 05:00,05-02-2024 20:00,03-05-2024 11:54,Pune,428,SHOPLIFTING,21,F,Blunt Object,Other Crime,5,Yes,25-05-2024 05:00
38020,05-05-2024 02:00,05-03-2024 03:00,03-05-2024 19:57,Delhi,374,PUBLIC INTOXICATION,40,F,Poison,Other Crime,5,Yes,17-05-2024 02:00
38021,06-05-2024 01:00,05-03-2024 04:00,03-05-2024 04:33,Bhopal,566,ARSON,20,F,Other,Fire Accident,1,Yes,11-07-2024 01:00
38022,04-05-2024 13:00,05-03-2024 05:00,03-05-2024 11:28,Kolkata,514,ROBBERY,38,F,Knife,Violent Crime,10,Yes,26-10-2024 13:00
38025,04-05-2024 03:00,05-03-2024 08:00,04-05-2024 03:54,Hyderabad,186,ASSAULT,25,F,Other,Violent Crime,5,Yes,20-05-2024 03:00
38028,04-05-2024 15:00,05-03-2024 11:00,04-05-2024 09:21,Kanpur,360,TRAFFIC VIOLATION,76,F,Poison,Traffic Fatality,7,Yes,07-05-2024 15:00
38031,04-05-2024 04:00,05-03-2024 14:00,03-05-2024 23:39,Hyderabad,342,ASSAULT,66,F,Poison,Violent Crime,5,Yes,14-05-2024 04:00
38032,05-05-2024 14:00,05-03-2024 15:00,03-05-2024 23:04,Delhi,176,TRAFFIC VIOLATION,47,F,Blunt Object,Traffic Fatality,9,Yes,02-06-2024 14:00
38034,04-05-2024 18:00,05-03-2024 17:00,04-05-2024 02:56,Lucknow,531,VANDALISM,72,F,Blunt Object,Other Crime,15,Yes,16-07-2024 18:00
38036,05-05-2024 07:00,05-03-2024 19:00,04-05-2024 07:35,Bangalore,132,IDENTITY THEFT,17,F,Explosives,Violent Crime,7,Yes,14-06-2024 07:00
38038,06-05-2024 16:00,05-03-2024 21:00,04-05-2024 04:07,Delhi,271,SEXUAL ASSAULT,55,M,Firearm,Violent Crime,5,Yes,14-02-2025 16:00
38041,06-05-2024 03:00,05-04-2024 00:00,04-05-2024 23:36,Kanpur,469,EXTORTION,21,M,Other,Other Crime,2,Yes,25-05-2024 03:00
38042,05-05-2024 17:00,05-04-2024 01:00,04-05-2024 23:06,Visakhapatnam,109,TRAFFIC VIOLATION,79,F,Poison,Traffic Fatality,18,Yes,21-05-2024 17:00
38043,05-05-2024 16:00,05-04-2024 02:00,04-05-2024 15:59,Rajkot,150,TRAFFIC VIOLATION,66,F,Blunt Object,Traffic Fatality,2,Yes,01-06-2024 16:00
38044,04-05-2024 19:00,05-04-2024 03:00,04-05-2024 14:45,Delhi,434,KIDNAPPING,41,F,Poison,Other Crime,10,Yes,13-07-2024 19:00
38047,04-05-2024 08:00,05-04-2024 06:00,04-05-2024 10:36,Jaipur,532,BURGLARY,32,M,Blunt Object,Other Crime,5,Yes,17-09-2024 08:00
38049,06-05-2024 10:00,05-04-2024 08:00,04-05-2024 22:21,Ahmedabad,467,SEXUAL ASSAULT,71,M,Blunt Object,Violent Crime,17,Yes,18-09-2025 10:00
38052,05-05-2024 02:00,05-04-2024 11:00,04-05-2024 12:09,Visakhapatnam,409,PUBLIC INTOXICATION,24,M,Poison,Other Crime,7,Yes,12-05-2024 02:00
38053,06-05-2024 10:00,05-04-2024 12:00,05-05-2024 01:43,Mumbai,293,VANDALISM,64,F,Explosives,Other Crime,8,Yes,22-05-2024 10:00
38055,05-05-2024 01:00,05-04-2024 14:00,05-05-2024 04:56,Delhi,217,IDENTITY THEFT,46,F,Firearm,Violent Crime,18,Yes,23-06-2024 01:00
38056,06-05-2024 18:00,05-04-2024 15:00,05-05-2024 10:51,Delhi,314,FIREARM OFFENSE,66,M,Blunt Object,Fire Accident,6,Yes,25-05-2024 18:00
38057,06-05-2024 01:00,05-04-2024 16:00,04-05-2024 17:01,Delhi,569,EXTORTION,69,F,Knife,Other Crime,15,Yes,15-05-2024 01:00
38059,06-05-2024 15:00,05-04-2024 18:00,04-05-2024 19:14,Bhopal,254,PUBLIC INTOXICATION,11,F,Firearm,Other Crime,17,Yes,04-06-2024 15:00
38060,07-05-2024 16:00,05-04-2024 19:00,05-05-2024 02:11,Delhi,388,PUBLIC INTOXICATION,26,F,Blunt Object,Other Crime,2,Yes,16-05-2024 16:00
38061,07-05-2024 05:00,05-04-2024 20:00,05-05-2024 17:54,Lucknow,209,ARSON,14,F,Knife,Fire Accident,17,Yes,28-06-2024 05:00
38064,07-05-2024 18:00,05-04-2024 23:00,05-05-2024 12:53,Bangalore,168,KIDNAPPING,52,F,Poison,Other Crime,8,Yes,09-07-2024 18:00
38065,05-05-2024 09:00,05-05-2024 00:00,05-05-2024 14:18,Hyderabad,471,KIDNAPPING,71,F,Blunt Object,Other Crime,7,Yes,06-07-2024 09:00
38073,06-05-2024 19:00,05-05-2024 08:00,06-05-2024 05:44,Chennai,542,ROBBERY,74,F,Blunt Object,Violent Crime,1,Yes,06-10-2024 19:00
38075,05-05-2024 12:00,05-05-2024 10:00,05-05-2024 15:04,Delhi,485,ROBBERY,16,F,Knife,Violent Crime,1,Yes,18-10-2024 12:00
38076,06-05-2024 04:00,05-05-2024 11:00,06-05-2024 03:52,Surat,191,KIDNAPPING,66,F,Poison,Other Crime,7,Yes,17-07-2024 04:00
38081,07-05-2024 23:00,05-05-2024 16:00,06-05-2024 08:13,Mumbai,264,PUBLIC INTOXICATION,28,F,Poison,Other Crime,18,Yes,08-05-2024 23:00
38082,05-05-2024 23:00,05-05-2024 17:00,05-05-2024 17:12,Delhi,127,BURGLARY,46,M,Other,Other Crime,19,Yes,02-10-2024 23:00
38090,08-05-2024 19:00,05-06-2024 01:00,07-05-2024 00:33,Bangalore,271,HOMICIDE,52,M,Poison,Other Crime,11,Yes,22-01-2025 19:00
38094,07-05-2024 06:00,05-06-2024 05:00,06-05-2024 21:13,Indore,178,FIREARM OFFENSE,74,F,Firearm,Fire Accident,7,Yes,01-08-2024 06:00
38097,06-05-2024 15:00,05-06-2024 08:00,07-05-2024 06:45,Srinagar,267,HOMICIDE,32,M,Knife,Other Crime,18,Yes,22-10-2025 15:00
38100,06-05-2024 18:00,05-06-2024 11:00,06-05-2024 16:38,Chennai,210,VEHICLE - STOLEN,28,M,Poison,Violent Crime,16,Yes,16-07-2024 18:00
38102,07-05-2024 10:00,05-06-2024 13:00,06-05-2024 14:56,Rajkot,164,KIDNAPPING,72,M,Explosives,Other Crime,14,Yes,16-07-2024 10:00
